@RELATION <ISCXFlowMeter-generated-flows>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE duration NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowPktsPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowBytesPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE class1 {BROWSING,CHAT,STREAMING,MAIL,VOIP,P2P,FT},,,,,,,,,,,,,,,,,
@DATA,,,,,,,,,,,,,,,,,,,,,,,
29999857,29999857,29975545,1,0,1014690,1016593,1756.3290790937,368.5306375864,3280.7156380779,3789967.19884365,0,1014624,304.8146413331,7523.1225054949,9578088,9578088,9578088,0,1014624,1014624,1014624,0,BROWSING
29882813,29882777,29873072,2,0,1399330,1211310,2145.8262961367,454.1706119346,2667.1853148497,3077674.31399447,0,1208289,374.9317833931,12122.8340308352,1753114,6686453.5,19016135,8246887.39834499,1133281,1170766,1208289,31592.0450166388,BROWSING
29998247,29998247,29971049,0,0,957051,757034,1861.7418854341,457.6081990992,2720.4923007668,3056583.53969817,0,756990,367.5850335135,7771.8677210884,-1,0,-1,0,-1,0,-1,0,BROWSING
29997301,29997301,29971643,0,0,823486,854818,1589.3451838508,512.449655479,2578.9986905822,2735541.20752397,0,823486,387.7523978181,7672.9125523285,-1,0,-1,0,-1,0,-1,0,BROWSING
29999559,29999510,29999530,7,0,442870,472021,7451.4431197218,1404.209417712,846.4124422629,995079.694338173,0,442870,1181.5036430231,6941.1420262016,-1,0,-1,0,-1,0,-1,0,BROWSING
29993077,29992929,29993058,7,0,530197,595031,8961.1380340604,2087.1995824635,590.7696632793,670197.525915731,0,530197,1692.8026300937,14178.1330904956,-1,0,-1,0,-1,0,-1,0,BROWSING
29981080,29981023,29956526,7,0,2894671,2923147,11170.2768256334,2130.0146473265,558.6856777674,655336.332113453,0,2894671,1790.0220908711,29123.0352950472,2210292,8527312,14844332,8933615.35778203,1799762,2347216.5,2894671,774217.578681536,BROWSING
29807423,29807423,29775166,3,0,591031,681691,7798.9071166928,2236.8842310871,574.8568066418,625767.849840625,0,591031,1739.6651686705,12858.5896422628,-1,0,-1,0,-1,0,-1,0,BROWSING
29837838,29837724,29837807,7,0,655625,692620,9989.1945095414,2307.6416860016,533.5172072454,606106.883481303,0,655625,1874.471541651,16718.8412006603,-1,0,-1,0,-1,0,-1,0,BROWSING
29137383,29137331,29136014,7,0,819852,819602,10398.7619557459,2368.7816260163,518.3718798631,590354.940249781,0,819581,1929.2447195921,18657.032343674,-1,0,-1,0,-1,0,-1,0,BROWSING
29997929,29997929,29965536,7,0,719610,757561,11423.4306930693,2582.3453981386,474.4327516743,540875.505105702,0,719610,2107.9283957558,20388.0627862837,-1,0,-1,0,-1,0,-1,0,BROWSING
29995075,29995022,29995058,6,0,681353,712869,13081.126035761,2802.7525696132,433.3044674834,498897.10227429,0,681353,2308.0236226531,19703.059990753,-1,0,-1,0,-1,0,-1,0,BROWSING
29983766,29983766,29954583,7,0,908287,826405,10024.6626546306,2896.1213381031,444.7740153789,483346.788392092,0,773597,2248.5013873266,19335.2096632845,-1,0,-1,0,-1,0,-1,0,BROWSING
22293896,22293623,22292059,7,0,621756,653064,12440.6378348214,2693.9044108761,451.6482897381,518894.813181151,0,621756,2214.3321414382,17374.0661465335,-1,0,-1,0,-1,0,-1,0,BROWSING
113687509,113687476,12114959,7,0,101572528,405550,67072.2572271387,1589.2639380821,81.9791029109,93774.7699265713,0,101572528,12199.5395428694,1052198.86592543,113687509,114000000,113687509,0,101572528,102000000,101572528,0,BROWSING
29980677,29980588,29980620,4,0,775850,1087176,20053.9050167224,3945.8568044222,303.3620621709,354159.180594888,0,775850,3296.7535737849,24052.5010822501,-1,0,-1,0,-1,0,-1,0,BROWSING
29974802,29974776,29669799,7,0,779158,807935,19401.1495145631,3996.4707704741,299.2847125396,346106.773282439,0,779158,3341.6724637681,31488.3394040005,-1,0,-1,0,-1,0,-1,0,BROWSING
29604806,29604806,29582261,5,0,7140191,7364626,17014.2563218391,4149.5666993968,299.6472937536,336244.05442819,0,7140191,3337.6331454341,79170.0048894805,3440026,5681338,7922650,3169693.82790941,1015521,4077856,7140191,4330795.6895297,BROWSING
27186430,27186430,26978603,4,4,2369451,2542432,7481.1309851403,4607.7887275833,349.1079924801,378395.324432079,0,2369451,2864.7449947313,33829.6786514011,2548643,9005132,21371188,10700000,1044783,1698411.66666667,2369451,662505.604535413,BROWSING
29281371,29281275,29281347,7,0,782233,811180,16053.3305921053,4270.2854017792,296.5366614835,327657.164686722,0,782233,3372.6527297858,28706.0567952128,-1,0,-1,0,-1,0,-1,0,BROWSING
993347,993347,971309,3,4,28622,28338,506.2930682977,456.0136150235,4121.4198059691,9046567.8156777,1,28324,242.6941118984,1869.1285624846,-1,0,-1,0,-1,0,-1,0,BROWSING
2848154,2842456,2824548,5,0,276401,276417,823.9002898551,451.8553831387,3406.7680329083,3116723.32324727,0,276350,293.563595135,4089.8226481344,-1,0,-1,0,-1,0,-1,0,BROWSING
29847096,29847030,29847065,7,0,845554,876038,24050.7896857373,5217.1062751267,233.3225316125,267832.991189495,0,845554,4286.5282205946,34520.6255284649,-1,0,-1,0,-1,0,-1,0,BROWSING
14401864,14401412,14379655,6,0,3374489,3399087,11586.0112630732,2680.7708799404,458.8989314161,520992.977020197,0,3374489,2179.4588377724,43961.7551818402,14129077,14100000,14129077,0,3374489,3374489,3374489,0,BROWSING
29693495,29693495,29667525,7,0,754397,915937,19915.1542588867,5551.5578218563,230.2524509156,250807.761093802,0,754397,4343.6944119368,33207.4366624945,-1,0,-1,0,-1,0,-1,0,BROWSING
5783951,5783728,5761016,5,0,274062,274048,4027.6657381616,1091.9287338893,1160.7982156142,1278356.26546629,0,274038,861.6044987338,6416.8094267092,-1,0,-1,0,-1,0,-1,0,BROWSING
29984061,29984061,29955527,7,0,968651,879043,26723.7620320856,5672.320961939,213.6134928488,246092.749077585,0,850675,4682.0832292317,41033.5950990835,-1,0,-1,0,-1,0,-1,0,BROWSING
29830093,29830093,29794109,7,0,912990,866900,21569.1200289226,5738.4647534669,220.4820481116,243463.907403842,0,837920,4536.2063564477,41477.5620456652,-1,0,-1,0,-1,0,-1,0,BROWSING
24838963,24838963,24814248,7,0,722451,751455,15922.4121794872,4948.0055832503,264.785611219,282676.978100897,0,722451,3777.2145681265,32181.0081175967,-1,0,-1,0,-1,0,-1,0,BROWSING
29840410,29840410,29808801,7,0,795451,820398,21925.3563556209,6186.9657534247,207.1352236782,224807.500969323,0,795451,4828.5453074434,42547.769113198,-1,0,-1,0,-1,0,-1,0,BROWSING
29990838,29990786,29990794,7,0,871292,1046523,33249.2084257206,6756.2050011264,178.1544083563,206620.568588314,0,871292,5614.1591164358,49595.2995074779,-1,0,-1,0,-1,0,-1,0,BROWSING
1037140,1029427,1015379,5,0,50972,50970,722.4049122807,298.027296742,4660.8943826292,4637725.86150375,0,50943,214.5954893441,1762.2010029593,-1,0,-1,0,-1,0,-1,0,BROWSING
877333,877308,852559,5,0,112811,112797,497.0583569405,261.2006740196,5734.424671134,5275495.16546169,0,112770,174.4200795229,2022.3590429748,-1,0,-1,0,-1,0,-1,0,BROWSING
1047108,1047082,1022958,6,0,25107,24285,1392.3962765958,325.9904397706,3716.9040824824,4197339.72044909,0,24271,269.1102544333,1372.4311456454,-1,0,-1,0,-1,0,-1,0,BROWSING
27869842,27869842,27701467,4,2,4969835,4965514,15898.3696520251,10180.6199926498,160.6037091994,171992.578931736,0,4836057,6227.8976536313,79403.8005744526,2716695,13400000,24001227,15100000,1565225,3200641,4836057,2312827.48732174,BROWSING
