@RELATION <ISCXFlowMeter-generated-flows>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE duration NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowPktsPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowBytesPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE class1 {BROWSING,CHAT,STREAMING,MAIL,VOIP,P2P,FT},,,,,,,,,,,,,,,,,
@DATA,,,,,,,,,,,,,,,,,,,,,,,
119994459,119994459,119970125,0,0,1399330,1211310,2348.136256898,513.2675260334,2373.7929432225,2724140.23717545,0,1208289,421.2682127924,9107.7591776459,1753114,11300000,39438693,16000000,1014624,1139537.6,1208289,74997.3853814251,BROWSING
143704195,143704195,42106019,0,0,101572528,854818,6986.1057365095,636.8988368048,603.2043810551,645213.405217572,0,101572528,1657.8320181814,345078.17588796,143704195,144000000,143704195,0,101572528,102000000,101572528,0,BROWSING
119994980,119994980,119966891,7,0,819852,819602,10201.9197415406,2341.4113043309,525.0302971008,597136.113527416,0,819581,1904.6822222222,17736.0172652298,-1,0,-1,0,-1,0,-1,0,BROWSING
119292282,119292282,119260024,3,0,912990,866900,11947.1489233851,3354.7123488045,381.7262880427,417330.552868458,0,837920,2619.7356377372,24218.4722011725,-1,0,-1,0,-1,0,-1,0,BROWSING
119772966,119772917,119772939,4,0,2894671,2923147,18210.8738026456,3644.2809894724,329.3314118981,383354.103462713,0,2894671,3036.5319440219,31326.4373534373,2210292,8688035,15165778,9160912.00416733,1799762,2347216.5,2894671,774217.578681536,BROWSING
112843093,112594036,112841256,6,0,871292,1046523,17189.9291603053,3654.0674200965,331.7261075075,382454.218974661,0,871292,3014.6156497115,28418.9819424038,-1,0,-1,0,-1,0,-1,0,BROWSING
116039979,116039979,116017467,5,0,7140191,7364626,18852.9616571893,5200.4781478327,245.3120057872,268282.968234594,0,7140191,4076.5845424205,53848.8306121284,3440026,5681338,7922650,3169693.82790941,1015521,4077856,7140191,4330795.6895297,BROWSING
119603717,119603717,119438102,2,3,26303606,26433361,19983.9126148705,12894.1057972579,127.5043985464,135182.094717006,0,26261644,7843.3810085907,224119.728398866,1409457,11900000,29243722,12300000,1034854,4654979.3,26261644,7768969.79734188,BROWSING
91034164,91012939,91012136,3,4,45019979,45022250,46340.600305499,42688.6191369606,45.0160667153,98716.6642185015,1,44999613,22219.712960703,994088.926542614,45019979,45500000,45992960,688001.463064941,44997352,45000000,44999613,1598.768119522,BROWSING
2848154,2842456,2824548,5,0,276401,276417,823.9002898551,451.8553831387,3406.7680329083,3116723.32324727,0,276350,293.563595135,4089.8226481344,-1,0,-1,0,-1,0,-1,0,BROWSING
119980025,119851605,119851574,2,1,9416497,9381362,34253.1023149471,23639.3637080868,71.4368912659,74938.6825015247,1,9249677,14000.0029171529,156903.753329079,1366163,8209418.14285714,38692017,9445401.95332015,1299990,3119349.92857143,9249677,2268340.25695987,BROWSING
117128315,117128315,116999255,2,2,12039477,12170023,35418.2990625945,23722.4766828873,70.3587343504,72681.400735595,0,12039477,14214.6013349515,218950.795536296,2716695,11600000,29462960,8623567.85168681,1184206,5158412.5,12039477,3678602.14672699,BROWSING
