@RELATION <ISCXFlowMeter-generated-flows>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE duration NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowPktsPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowBytesPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE class1 {BROWSING,CHAT,STREAMING,MAIL,VOIP,P2P,FT},,,,,,,,,,,,,,,,,
@DATA,,,,,,,,,,,,,,,,,,,,,,,
59883459,59883459,59849438,1,0,1399330,1211310,1931.2261029412,406.8235382085,2974.5108745305,3434471.61260341,0,1208289,336.191614783,9850.4953353954,1753114,11300000,39438693,16000000,1014624,1139537.6,1208289,74997.3853814251,BROWSING
59999989,59998050,59972809,0,0,957051,757034,2979.3450193664,690.4696055631,1783.3003269384,2025687.70470941,0,756990,560.7632830827,7590.960501734,-1,0,-1,0,-1,0,-1,0,BROWSING
143704195,143704195,42106019,0,0,101572528,854818,6986.1057365095,636.8988368048,603.2043810551,645213.405217572,0,101572528,1657.8320181814,345078.17588796,143704195,144000000,143704195,0,101572528,102000000,101572528,0,BROWSING
59162045,59161897,59160676,7,0,819852,819602,9619.8206504065,2218.1648982041,554.7982663547,630517.149973433,0,819581,1802.5118822741,16392.6096747698,-1,0,-1,0,-1,0,-1,0,BROWSING
59856466,59856466,59824081,7,0,719610,757561,10661.9996437478,2438.3159160383,503.7216864758,573205.641642793,0,719610,1985.2890878939,18541.5548467822,-1,0,-1,0,-1,0,-1,0,BROWSING
59507806,59507806,59475531,3,0,908287,826405,8744.7180014695,2517.4827936508,511.3950932757,556274.617148547,0,708552,1955.4995235122,15721.5792323861,-1,0,-1,0,-1,0,-1,0,BROWSING
59986046,59986046,59984060,4,0,2894671,2923147,14347.2963405884,2769.9866081736,430.7335075894,504359.680583048,0,2894671,2321.7109571545,27458.1963828279,2210292,8537785.5,14865279,8948427.12352755,1799762,2347216.5,2894671,774217.578681536,BROWSING
52824294,52824224,52822457,6,0,681353,712869,12846.3579766537,2759.0732306085,440.3087715664,506686.677156537,0,681353,2271.2311462723,18705.7207349992,-1,0,-1,0,-1,0,-1,0,BROWSING
59947410,59947410,59924811,5,0,7140191,7364626,18548.0847772277,4803.9771524772,262.0296690049,290284.417625382,0,7140191,3816.6046985421,63608.6559194872,3440026,5681338,7922650,3169693.82790941,1015521,4077856,7140191,4330795.6895297,BROWSING
59984039,59984039,59955542,7,0,912990,866900,18645.9555486478,4963.2071192053,255.0511811984,281728.344435092,0,837920,3921.0379788208,35330.2044204483,-1,0,-1,0,-1,0,-1,0,BROWSING
59997190,59748133,59997174,7,0,871292,1046523,24517.0837094789,5112.6692799318,236.2443974459,273211.978761005,0,871292,4233.2032738305,39452.5371234405,-1,0,-1,0,-1,0,-1,0,BROWSING
