@RELATION <ISCXFlowMeter-generated-flows>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE duration NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowPktsPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowBytesPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE class1 {VPN-BROWSING,VPN-CHAT,VPN-STREAMING,VPN-MAIL,VPN-VOIP,VPN-P2P,VPN-FT},,,,,,,,,,,,,,,,,
@DATA,,,,,,,,,,,,,,,,,,,,,,,
2218398,2191528,2192676,9,17,60217,86113,601.0773450357,370.0094498819,4315.7269344816,3789735.65609057,0,60217,231.7348793482,1815.7413356553,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
48738520,48524188,48525131,6,7,45006375,45220727,19495.4552028927,14664.5908129344,119.0023825098,95435.3763717076,1,45006375,8404.6421796862,591079.887683222,48524188,48500000,48524188,0,45006375,45000000,45006375,0,VPN-BROWSING
270207,203681,244006,15,10,27147,66572,593.8221574344,363.1041666667,3763.7811011558,3479554.56372337,3,66526,265.9517716535,2648.2935975742,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
59069229,59069229,59004989,23,10,58685690,58644456,191162.553398058,86138.6700729927,16.861571022,15891.5397389053,0,58618250,59366.0592964824,1858311.69635196,59004834,59000000,59004834,0,58618250,58600000,58618250,0,VPN-BROWSING
55595001,55424950,55464526,32,23,23772662,23731260,170015.18404908,88038.9301587302,17.2317651366,15322.5647032545,8,23598957,58093,1023972.52314642,15447930,18400000,24327021,5106593.46429788,14941349,17800000,23598957,4979308.24955122,VPN-BROWSING
70879295,55916114,70739980,13,10,45018141,45157574,122354.735229759,123455.462478185,14.5599642321,11238.2748727961,2,45018141,68748.1037827352,1494816.19712197,10738389,23600000,45177725,18800000,7696125,22500000,45018141,19800000,VPN-BROWSING
1314540,1314535,1183635,7,17,132666,131525,4095.1246105919,2320.8529411765,633.6817441843,547879.866721439,1,131289,1579.9759615385,11183.8142083152,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
16859667,16834434,16834136,8,11,15188495,15255781,66017.3882352941,30831.7509157509,47.6284614637,41424.3650245287,3,15188495,21022.0286783042,538407.761323808,1415482,8334794,15254106,9785384.87269086,1361674,8275084.5,15188495,9777038.89135251,VPN-BROWSING
59999177,59999144,59999127,4,9,20661527,20661725,178039.002967359,101349.876689189,15.5168795065,11402.7230740182,3,20636361,64515.2440860215,957504.819270592,1645401,8571303.85714286,20977531,8464865.31182897,1453279,7937643.42857143,20636361,8300951.24006844,VPN-BROWSING
6613711,6548606,6588175,11,11,6146080,6106525,34107.3229166667,17429.0343915344,86.4869964835,76861.0844955275,1,6080986,11582.6812609457,254538.050087615,6385743,6385743,6385743,0,6080986,6080986,6080986,0,VPN-BROWSING
