@RELATION <ISCXFlowMeter-generated-flows>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE duration NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE total_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_fiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_biat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowPktsPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE flowBytesPerSecond NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_flowiat NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_active NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE min_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE mean_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE max_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE std_idle NUMERIC,,,,,,,,,,,,,,,,,,,,,,,
@ATTRIBUTE class1 {VPN-BROWSING,VPN-CHAT,VPN-STREAMING,VPN-MAIL,VPN-VOIP,VPN-P2P,VPN-FT},,,,,,,,,,,,,,,,,
@DATA,,,,,,,,,,,,,,,,,,,,,,,
2218398,2191528,2192676,9,17,60217,86113,601.0773450357,370.0094498819,4315.7269344816,3789735.65609057,0,60217,231.7348793482,1815.7413356553,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
3517813,3517813,3304404,6,7,324059,217426,1413.911977492,998.9129383313,1648.1831183181,1322206.43905745,1,217299,606.8333620838,8971.7215188467,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
24120341,23990439,23990943,4,14,4969763,4934103,19238.5236567763,8385.5096120238,170.3956009577,155203.527180648,4,4800946,5870.1243611584,91516.7459864585,1498361,4762398.4,6401974,1910099.99944638,1115996,2109615.4,4800946,1580859.06873353,VPN-BROWSING
21936793,21807309,21806667,0,0,3906748,3908013,17063.6220657277,8367.8691481197,177.1453101645,160071.984997989,-9,3777807,5646.5361647362,94908.358539531,1630161,5281245.75,11355159,4444359.23154485,1308911,2643748.5,3777807,1233624.1316287,VPN-BROWSING
270207,203681,244006,15,10,27147,66572,593.8221574344,363.1041666667,3763.7811011558,3479554.56372337,3,66526,265.9517716535,2648.2935975742,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
386584,319144,360487,23,10,37637,44652,1039.5570032573,527.7994143485,2566.0658485607,2427443.97077996,0,44652,390.0948536831,2772.2421345564,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
24630316,24460265,24496889,46,23,23772662,23731260,89927.4448529412,42455.6135181976,34.5509168457,32069.2190875667,8,23598957,28976.8423529412,809472.161605475,24327021,24300000,24327021,0,23598957,23600000,23598957,0,VPN-BROWSING
10897973,10897973,10758647,13,10,7696125,7839899,23899.0635964912,18841.7635726795,94.4212286083,73078.2687753034,2,7696125,10601.1410505837,241447.12362863,10738389,10700000,10738389,0,7696125,7696125,7696125,0,VPN-BROWSING
1314540,1314535,1183635,7,17,132666,131525,4095.1246105919,2320.8529411765,633.6817441843,547879.866721439,1,131289,1579.9759615385,11183.8142083152,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
16859667,16834434,16834136,8,11,15188495,15255781,66017.3882352941,30831.7509157509,47.6284614637,41424.3650245287,3,15188495,21022.0286783042,538407.761323808,1415482,8334794,15254106,9785384.87269086,1361674,8275084.5,15188495,9777038.89135251,VPN-BROWSING
25450000,25423961,25424577,4,10,20661527,20661725,89837.3180212014,48612.9579349904,31.7485265226,25976.1100196464,3,20636361,31536.5551425031,734718.410937616,4064605,12500000,20977531,12000000,3144155,11900000,20636361,12400000,VPN-BROWSING
6613711,6548606,6588175,11,11,6146080,6106525,34107.3229166667,17429.0343915344,86.4869964835,76861.0844955275,1,6080986,11582.6812609457,254538.050087615,6385743,6385743,6385743,0,6080986,6080986,6080986,0,VPN-BROWSING
25693300,25627850,25667740,2,12,5379801,5339900,108592.584745763,75271.9648093842,22.5350577777,12759.7856250462,2,5314406,44452.0761245675,414235.350150095,4988682,6020316.75,8101529,1408583.91856996,4547093,4953402.5,5314406,339312.802165396,VPN-BROWSING
1301009,1301009,1060668,2,17,231368,202758,13552.1770833333,6095.7931034483,209.0684999105,186231.609466191,1,201387,4800.7712177122,29291.4764236475,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
6496273,6431093,6470928,28,18,5323248,5284388,71456.5888888889,38748.0718562874,39.8690141255,33091.5895929866,7,5258623,25179.3527131783,331050.542898078,6404373,6404373,6404373,0,5258623,5258623,5258623,0,VPN-BROWSING
1356118,1330893,1330434,22,14,862241,823372,16636.1625,9050.5714285714,168.8643613609,138489.423486747,6,797958,5947.8859649123,54713.8622698557,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
6881637,6856085,6856099,6,13,1358719,1359104,44232.8064516129,30744.8385650224,55.2194194492,29391.1172588731,3,1333542,18157.3535620053,113971.920947506,1388633,2237905,3543205,1147395.43243971,1071144,1225598.66666667,1333542,137243.053364581,VPN-BROWSING
23114507,22985242,22980279,46,22,10156934,10155646,403249.859649123,183842.232,7.9603687849,7162.9907572764,8,10026381,126308.781420765,1047662.74886129,1580433,7661747.33333333,11247875,5294745.13852875,1311555,7115992.33333333,10026381,5026796.82465333,VPN-BROWSING
1301313,1123688,1095209,57,29,433543,467191,18124,9607.0964912281,136.7849241497,119994.190482997,4,232813,7352.0508474576,33936.3238367714,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
11918514,11788396,11787325,4,19,2514227,2517300,84202.8285714286,61713.7434554974,27.9397247006,13419.2064547644,4,2384854,35899.1385542169,170425.832093061,3836965,5797173,7757381,2772152.73867206,1618850,2001852,2384854,541646.622815097,VPN-BROWSING
601185075,1114228,600965621,20,22,224169,600070854,11728.7157894737,5834617.67961165,0.3326762561,236.5378082615,3,600070847,3021030.52763819,42500000,601185075,601000000,601185075,0,600070847,600000000,600070847,0,VPN-BROWSING
601404954,1295300,601185122,12,14,406429,600109667,15796.3414634146,5836748.75728155,0.310938576,235.3239677504,2,600109654,3233359.96774194,44000000,601404954,601000000,601404954,0,600109654,600000000,600109654,0,VPN-BROWSING
29753838,29520631,29082681,3,0,1589335,1477305,228842.100775194,126998.6069869,12.0992794274,6123.4789273236,0,1348247,82879.7715877437,174101.694279732,16141752,16100000,16141752,0,1348247,1348247,1348247,0,VPN-BROWSING
913511,913511,700410,27,8,266226,213899,11140.3780487805,7220.7216494845,198.1366398434,146530.255245969,2,213636,5075.0611111111,31449.9193273142,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
29955777,29703081,29955777,3,0,1663351,1427151,226741.076335878,135546.502262443,11.8174200589,6260.5954103611,0,1427151,84860.5580736544,190823.48215834,1788441,9474108.66666667,23354047,12000000,1064627,1240942.66666667,1427151,181464.352653168,VPN-BROWSING
2176363,2176363,2047045,31,26,1214855,1383869,28264.4545454545,19311.7452830189,85.0042019645,61841.2461524112,2,1214855,11828.0597826087,91989.3364485082,1645791,1645791,1645791,0,1214855,1214855,1214855,0,VPN-BROWSING
29946487,29703912,29946487,3,0,2010729,1765560,243474.68852459,156787.890052356,10.5187630188,5832.8377548926,0,1765560,95370.9777070064,232003.723571018,9029820,10300000,11643870,1848412.48136042,1474888,1620224,1765560,205536.142298623,VPN-BROWSING
6558546,6533147,6532937,12,16,4447110,4407535,79672.5243902439,49119.8270676692,33.0866018169,21470.7650140748,9,4382180,30363.6388888889,302893.221122321,6446153,6446153,6446153,0,4382180,4382180,4382180,0,VPN-BROWSING
29895951,29895864,29895340,3,0,1764893,1762741,221450.844444444,166085.222222222,10.6034425866,6142.0357559457,0,1529357,94607.4398734177,200542.517576198,2295342,3933957.5,5572573,2317352.26361455,1297278,1413317.5,1529357,164104.634667946,VPN-BROWSING
11869689,11844521,11844095,1,6,4974101,4974127,66542.2528089888,51273.1385281385,34.6260125265,12553.825125494,1,4948747,28950.4609756098,289145.398678478,5132931,5841543.5,6550156,1002129.40796661,3112635,4030691,4948747,1298327.24621761,VPN-BROWSING
243280799,3287480,243252392,30,10,2426318,239993334,80182.4390243903,3378505.44444444,0.4727047941,402.4403093152,6,239993319,2134042.09649123,22500000,2628586,122000000,240652213,168000000,2426318,121000000,239993319,168000000,VPN-BROWSING
21347599,21218611,21215821,29,22,10140295,10138837,400351.150943396,275530.142857143,6.1833651644,4538.074750233,5,10009849,162958.770992366,1230014.34133233,10140295,10600000,11078316,663281.009994633,9989940,9999894.5,10009849,14077.788871126,VPN-BROWSING
55899,30362,29712,27,17,26231,25594,607.24,436.9411764706,2146.7289218054,1644966.81514875,3,26187,469.7394957983,3334.6590046548,-1,0,-1,0,-1,0,-1,0,VPN-BROWSING
